kamar_mandi;kamar_tidur;Bangunan;Lahan (m�);harga;lokasi;title;;;;
;5;220;;Rp 3.300.000.000;Jagakarsa Jakarta Selatan;Rumah clasik modern 73 unit fasum kolam renang;;;;
;4;90;;Rp 750.000.000;Sawangan Depok;Dijual rumah Bukit Rivaria Sawangan;;;;
;2;62;;Rp 729.000.000;jl. Dadap Residence Blok A12 no 27 Dadap Kosambi Tangerang. Dadap Tangerang;Rumah 2 Lantai Sebelah PIK 2 Dadap Residence Harga Spesial; Lokasi Jalan Utama Kompleks Unhas;;;
;6;550;;Rp 12.000.000.000;Pejaten Jakarta Selatan;Dijual Rumah Ada Kolam Renang di Pejaten Barat Jakarta Selatan;;;;
;3;70;;Rp 1.100.000.000;Sawangan Depok;DIJUAL RUMAH CLUSTER SAWANGAN RESIDENCE IDEAL ( HOOK HARGA MURAH );;;;
;5;750;;Rp 1.600.000.000;5 Ilir Palembang;Di Jual Rumah Dengan Halaman Luas Dan Asri;;;;
;3;83;;Rp 1.465.000.000;Gajahmungkur Semarang;Promo DP KPR hanya 5% Rumah 2 Lantai Dekat Bandara International;;;;
;2;60;;Rp 741.000.000;Kedungkandang Malang;Jual Rumah Pribadi di Perumahan Elite Citra Garden City Ciputra Malang; LOKASI STRATEGIS; LUAS; NYAMAN; DIKOTA MALANG
;2;45;;Rp 600.000.000;Parung Bogor;rumah murah nuansa jepang sawangan;;;;
;5;180;;Rp 1.850.000.000;Jagakarsa Jakarta Selatan;Timbul mansion 9 Unit rumah classic di jagakarsa jakarta selqtan;;;;
;3;359;;Rp 1.200.000.000;Tengaran Semarang;Jual Rumah+Toko Pinggir Jalan Raya Solo-Semarang;;;;
;5;280;;Rp 4.600.000.000;Bandung Kidul Bandung;rumah di perumahan batununggal;;;;
;2;38;;Rp 449.000.000;Padalarang Bandung;RUMAH DI PADALARANG KEREN DESAIN SMART HOME STRATEGIS;;;;
;3;50;;Rp 584.000.000;Tambun Utara Bekasi;Rumah 2 Lantai dekat stasiun;;;;
;5;400;;Rp 2.200.000.000;Kedawung Cirebon;Jual rumah tengah kota Cirebon strategis;;;;
;2;60;;Rp 790.000.000;Batuceper Tangerang;Rumah dijual di kawasan strategis;;;;
;7;377;;Rp 3.500.000.000;Villa Kota Bunga Bogor;Villa Cantik di Puncak Full Furnished; Tangerang;;;
;2;56;;Rp 762.200.000;Matraman Jakarta Timur;RUMAH MURAH ILEGAN DI MATRAMAN;;;;
;2;30;;Rp 271.000.000;Serang Serang;rumah modern di kota serang hanya bayar booking 1 juta sampai akad;;;;
;2;75;;Rp 333.000.000;Rajabasa Bandar Lampung;Rumah dekat Unila;7 jutaan;;;
;2;45;;Rp 852.000.000;Jalan Padang Padi Kaliombo Kota Kediri Kaliombo Kediri;KALIOMBO SMART TOWN HOUSE;;;;
;4;220;;Rp 3.400.000.000;Pondok Kelapa Jakarta Timur;Rumah baru di Pondok Kelapa Jakarta Timur; Jebres Surakarta;;;
;4;130;;Rp 1.850.000.000;Ciputat Tangerang Selatan;Dijual Rumah dalam cluster dekat MRT; dekat Mercubuana Sedayu;;;
;4;250;;Rp 3.000.000.000;jati pulo tomang Palmerah Jakarta Barat;Rumah Siap Huni;;;;
;12;300;;Rp 3.600.000.000;Surabaya;Dijual Rumah Jalan Nginden Surabaya;;;;
;3;100;;Rp 1.150.000.000;Tanah Baru Depok;Rumah Siap huni promo free BPHTB & Biaya KPR;;;;
;4;170;;Rp 2.850.000.000;Cipayung Jakarta Timur;Rumah Desain Modern Strategis Semi Furnished Jakarta Timur;;;;
;2;72;;Rp 1.153.845.000;Jl. karya wisata komplek Jcity medan johor Medan Johor Medan;Rumah Hunian minimalis J City Tipe Vienna;;;;
;4;124;;Rp 1.200.000.000;Tangerang;RUMAH MURAH TANGERANG LAVON 2;;;;
;2;117;;Rp 850.000.000;Gentan Sukoharjo;Rumah Murah Meriah Siap Huni di Gentan Purbayan Solo;;;;
;2;38;;Rp 675.000.000;Cibitung Bekasi;Akses Baru Di Metland Cibitung DP Rumah 16 Jutaan;;;;
;4;330;;Rp 5.000.000.000;Mangga Besar Jakarta Barat;Dijual Rumah Mewah Murah di Mangga Besar Bangunan Baru Bebas Banjir;;;;
;3;100;;Rp 1.900.000.000;Bogor Barat - Kota Bogor;HARGA Launching KHUSUS 5 UNIT Pertama & Furnished;;;;
;2;100;;Rp 1.650.000.000;suka pura jakarta utara Suka Pura Jakarta Utara;DIJUAL RUMAH BRAND NEW Komplek Walikota;;;;
;4;170;;Rp 3.300.000.000;Umbulharjo Yogyakarta;Rumah Lux Cluster 2 Lantai ; DEKAT GRAHA TAMAN PELANGI;;;
;3;61;;Rp 798.000.000;Tanah Tinggi Jakarta Pusat;Rumah murah 2 lantai Kramat Senen Jakarta pusat;;;;
;3;100;;Rp 895.000.000;Pekanbaru Kota Pekanbaru;Rumahmurah Dijual Type 100/163;;;;
;3;100;;Rp 1.050.000.000;Karang Ploso Malang;promo vila luas 114+ private pool Batu-Malang;;;;
;4;180;;Rp 1.650.000.000;Ulujami Jakarta Selatan;Dijual Rumah lama Ulujami;;;;
;4;147;;Rp 2.000.000.000;Tapos Depok;perumahan/komplek di depok;;;;
;3;140;;Rp 1.825.000.000;jln jagakarsa jakarta selatan Jagakarsa Jakarta Selatan;Dijual Murah Rumah Dalam Cluster di Jagakarsa Jakarta Selatan;;;;
;3;70;;Rp 699.000.000;Karang Ploso Malang;promo villa Type 70/ luas 80m//shm on hand+angsuran 15thn;;;;
;9;270;;Rp 2.700.000.000;Jl. Kenanga Blok A1 Perum Pondok Mekar Sari Permai Cimanggis Depok Cimanggis Depok;Rumah Asri di Pondok Mekarsari Permai Cimanggis Depok;;;;
;2;40;;Rp 900.000.000;Cimanggis Depok;DiJual rumah tanpa Dp cikeas;AUTO PILOT;FULL PENGHUNI;;
;4;225;;Rp 3.500.000.000;Surabaya;Dijual Rumah Pantai Mentari Surabaya;;;;
;2;38;;Rp 397.000.000;Cimahi;Rumah Cantik Di cimahi 15 Menit Ke Pintu Tol Baros dan Padalarang;;;;
;3;87;;Rp 1.690.230.000;Jagakarsa Jakarta Selatan;Vasa Jagakarsa Hunian Modern Tropis di Tengah Kota;;;;
;2;78;;Rp 400.000.000;Sidoarjo;Rumah dijual sidoarjo Griya Hati Hijau;;;;
;3;55;;Rp 975.000.000;Setu Tangerang Selatan;DIJUAL RUMAH SYARIAH 2 LANTAI SIAP HUNI DI SETU TANGERANG SELATAN;;;;
;5;260;;Rp 4.130.000.000;Jatibening Bekasi;Rumah Elit villa jatibening toll;;;;
;3;70;;Rp 785.000.000;SEDAYU BANTUL Moyudan Sleman;RUMAH DIJUAL DI YOGYAKARTA BARAT JALAN WATES PROMO HARGA CASH RATUSAN JUTA;;;;
;5;1000;;Rp 27.000.000.000;Kemang Jakarta Selatan;RUMAH LAMA TANAH LUAS KEMANG JAKARTA SELATAN;;;;
;4;150;;Rp 1.500.000.000;Jl. Kalisari Jakarta Timur;Rumah Dijual Siap Huni di Pasar Rebo;;;;
;6;181;;Rp 2.950.000.000;Dukuh Pakis Surabaya;Dijual Rumah Darmo Permai Timur;;;;
;2;52;;Rp 765.000.000;Pamulang Tangerang Selatan;Dijual Rumah Taman Kedaung;;;;
;5;600;;Rp 32.000.000.000;Pejaten Jakarta Selatan;JUAL RUMAH DI PEJATEN;;;;
;3;95;;Rp 1.500.000.000;Jalan Racing Centre Makassar 90231 Indonesia Panakkukang Makassar;Dijual Rumah 2 Lantai Dimakassar. Racing Center Dekat Kampus Unifa;;;;
;5;218;;Rp 4.000.000.000;The Greenlake Surabaya 60213 Indonesia Gubeng Surabaya;CITRALAND SURABAYA THE GREENLAKE BARU RMH MODERN SIAP HUNI TIPE ADENIA;;;;
;2;36;;Rp 262.000.000;Sooko Mojokerto;rumah murah griya palapa angsuran subsidi; DEPOK;;;
;3;70;;Rp 789.000.000;Pondok Cibubur radar auri Cimanggis Depok Cimanggis Depok;Dijual Rumah 2 Lantai Style Scandinavian Dekat Tol & LRT Cibubur;;;;
;3;90;;Rp 2.012.300.000;Gading Serpong Tangerang;Rumah Bsd City Murah;;;;
;5;400;;Rp 11.300.000.000;Kediri;JUAL rumah dan tanah 2200m2 di Kediri Kota;;;;
;3;45;;Rp 825.000.000;Komplek Benda Pamulang Pamulang Tangerang Selatan;Rumah 25jt di pamulang Tangsel Unit Ready dekat tol;;;;
;4;72;;Rp 1.000.000.000;Cimanggis Depok;Cluster Tahap 4 Amarylis 72/120;;;;
;3;42;;Rp 358.000.000;Tambun Utara Bekasi;Rumah murah di bekasi;;;;
;3;80;;Rp 1.580.000.000;Sawangan Depok;Shila At Sawangan Tilia The Teraccee;;;;
;2;42;;Rp 650.000.000;Bekasi Timur Bekasi;Dijual rumah 650 juta di grand permata bekasi timur;;;;
;1;95;;Rp 899.000.000;Tamalanrea Makassar;ruko tanjung bunga;;;;
;3;115;;Rp 1.855.000.000;Gunung Anyar Surabaya;CENTRAL PARK MERR;;;;
;3;140;;Rp 1.799.000.000;Jl. Karang Sari III Padang Sambian Kaja Denpasar Denpasar Barat Denpasar;Rumah Minimalis Full Furnished Denpasar Barat;;;;
;3;68;;Rp 798.000.000;Radar auri cimanggis Depok Mekarsari Depok;Rumah 2Lantai SHM - Promo DP SUKA SUKA mekarsari depok; siap huni Cluster Puri Dago Mas Antapani jln utama;;;
;3;500;;Rp 9.500.000.000;Seminyak Badung;For Sale Villa Located In Prime Area Of Seminyak;;;;
;6;276;;Rp 6.000.000.000;Denpasar Barat Denpasar;Rumah mewah dijual cepat depan Trans Studio Bali;;;;
;7;628;;Rp 6.000.000.000;Serpong Utara Tangerang Selatan;Rumah Siap Huni di Villa Melati Mas Serpong Harga Bisa Nego;KELAPA DUA WETAN;CIRACAS;JAKARTA TIMUR;
;3;75;;Rp 1.499.000.000;Larangan Tangerang;dijual rumah baru modern di puri beta;;;;
;2;45;;Rp 650.000.000;Manyaran Semarang;RUMAH PESAN BANGUN;;;;
;6;280;;Rp 1.350.000.000;Cinangka Depok;RUMAH NUANSA VILA PONDOK CABE;;;;
;3;89;;Rp 1.500.000.000;Asam Kumbang Medan;Rumah Baru Komplek Tasbi Medan;;;;
;4;120;;Rp 4.500.000.000;Anggrek Pekunden Semarang;Rumah tengah kota jalan Anggrek;;;;
;4;190;;Rp 3.250.000.000;Mijen Semarang;Hunian mewah Hook Ivy Park Citraland Bsb City Semarang;;;;
;5;150;;Rp 2.500.000.000;Cakung Jakarta Timur;Dijual Rumah Komplek PLN;;;;
;2;45;;Rp 650.000.000;Buduran Sidoarjo;sentosa buduran residence type lotus;;;;
;3;160;;Rp 900.000.000;Suradita Tangerang;Jual Rumah 3 lantai;;;;
;5;450;;Rp 7.500.000.000;Surabaya;Dijual Rumah Graha Family;;;;
;3;75;;Rp 998.000.000;Depok Depok;DIJUAL CEPAT RUMAH 2 LANTAI FREE GORDEN WALLPAPER PAGAR DI DEPOK;;;;
;2;90;;Rp 875.000.000;Jatiasih Bekasi;dijual rumah di perumahan cluster putera luhur reciden;;;;
;2;48;;Rp 1.100.000.000;Bekasi Jaya Bekasi;Dijual Rumah full furnish di Cluster 02 Grand Wisata Bekasi;;;;
;4;66;;Rp 1.400.000.000;Bojong Nangka Tangerang;Rumah depan Mushola (Nego);;;;
;2;90;;Rp 1.200.000.000;Pamulang Tangerang Selatan;Di Jual Rumah Murah Cluster The Regent Villa Inti Persada Pamulang;;;;
;2;65;;Rp 730.000.000;Marpoyan Damai Pekanbaru;NEW RUMAH ASRI CLUSTER DI JALAN DUYUNG PEKANBARU;;;;
;5;280;;Rp 4.250.000.000;Rungkut Surabaya;Dijual Rumah Pondok Nirwana Sidoarjo;;;;
;3;90;;Rp 1.993.000.000;Pulo Gadung Jakarta Timur;DI JUAL RUMAH MEWAH ELEGAN & MINIMALIS DI CIPINANG BARU RAYA JAK- TIM;;;;
;2;55;;Rp 490.000.000;Kartasura Sukoharjo;Rumah Baru Murah Siap Huni Dekat Pintu Tol Colomadu Solo Barat;Wonorejo Surabaya;;;
;3;500;;Rp 12.500.000.000;Kerobokan Badung;For Sale Homey Villa With Spacious Garden At Kerobokan;;;;
;2;37;;Rp 437.900.000;Kemayoran Jakarta Pusat;Dijual Rumah Murah dan Bagus di Serdang;;;;
;2;126;;Rp 1.400.000.000;Medan Tembung Medan;Ruko kosong / siap kunci murah;;;;
;4;96;;Rp 2.535.750.000;Bogor;Perumahan OCBD Bogor;;;;
;5;824;;Rp 18.000.000.000;Ancol Jakarta Utara;Rumah Mewah Ancol Timur Puri Jimbaran 19x25 (Hadap Tenggara);;;;
;4;500;;Rp 33.000.000.000;Kemang Jakarta Selatan;JUAL RUMAH KEMANG;;;;
;5;175;;Rp 875.000.000;Medan Sunggal Medan;Dijual Cepat Rumah Klambir V;;;;
;7;550;;Rp 4.300.000.000;Tawangmangu Karanganyar;Villa Mewah Murah di Tawangmangu Karanganyar;;;;
;4;500;;Rp 35.000.000.000;Radio Dalam Radio Dalam Jakarta Selatan;RUMAH MEWAH SIAP HUNI AREA RADIO DALAM JAKARTA SELATAN;;;;
;3;156;;Rp 1.750.000.000;Sukun Malang;RUMAH 0 JALAN RAYA SUKUN COCOK UNTUK USAHA;;;;
;3;100;;Rp 2.300.000.000;Mijen Semarang;RUMAH READY HILAGO CALLA BSB CITY SEMARANG DEKAT MALL UNIKA CITRAND;;;;
;5;310;;Rp 5.600.000.000;Keputih Surabaya;JUAL Rumah Puri Galaxi LG ;;;;
;2;68;;Rp 781.000.000;Cipinang Jakarta Timur;Dijual hunian 2 lantai carport Cipinang muara Jakarta timur;;;;
;3;106;;Rp 1.150.000.000;Babat Jerawat Surabaya;Jual BUKIT PALMA;;;;
;3;575;;Rp 15.800.000.000;Darmo Surabaya;Kantor Strategis penyewa 10thn Bayar Tunai;;;;
;3;68;;Rp 1.008.480.000;Pulo Gadung Jakarta Timur;Rumah Murah Cantik di Jalan Lio dijual;;;;
;3;90;;Rp 1.350.000.000;Ciputat Tangerang Selatan;Rumah Ready stock;;;;
;2;45;;Rp 710.000.000;Cilodong Depok;Rumah Tanpa DP Depok;;;;
;3;65;;Rp 900.000.000;Cimanggis Depok;Cluster Tahap 3 Sakura 65/90;;;;
;3;80;;Rp 1.096.000.000;Jalan Potorono Banguntapan Bantul;Jual Rumah Murah di Bantul Jogja Lokasi Jalan Potorono Banguntapan;;;;
;2;80;;Rp 1.700.000.000;Surabaya;Dijual Rumah North West Hill; Jakarta Selatan;;;
;5;304;;Rp 3.500.000.000;Karawaci Tangerang;Dijual Rumah daerah Tangerang Karawaci 2;;;;
;3;100;;Rp 1.950.000.000;Baros Cimahi;Rumah Strategis Baros Cimahi;;;;
;2;65;;Rp 900.000.000;Cimanggis Depok;Cluster Tahap 2 Edelweiss 65/90;;;;
;5;147;;Rp 3.300.000.000;Gunung Putri Bogor;Dijual Rumah Mewah di Podomoro Golf View;;;;
;2;66;;Rp 1.595.000.000;pal merah utara Palmerah Jakarta Barat;Di jual l Rumah Mewah Murah SHM di pal merah jakarta barat;;;;
;3;192;;Rp 1.200.000.000;Banguntapan Bantul;Rumah Murah Siap Huni di Banguntapan Bantul;;;;
;5;385;;Rp 3.125.000.000;Sleman Sleman;Rumah SHM pribadi dijual murah. Mau pindah kota lain.;;;;
;3;76;;Rp 650.000.000;Medan Amplas Medan;Rumah di Medan Amplas Baru 2 Lantai; jakarta barat 2018/01/0058-DOJ;;;
;3;70;;Rp 1.150.000.000;Banyumanik Semarang;READY UNIT Rumah 2 lantai semarang cluster durian banyumanik;;;;
;3;130;;Rp 1.950.000.000;Rungkut Surabaya;Nirwana Eksekutif Rumah Baru Banyak Bonusnya;;;;
;7;480;;Rp 15.825.000.000;Tangerang Selatan;Dijual rumah mewah gaya resort ENCHANTE di BSD LT300m2 LB 480m2;;;;
;8;300;;Rp 3.600.000.000;Ciputat Tangerang Selatan;Dijual Rumah Asri Murah Dibawah NJOP di Cirendeu Ciputat Timur;;;;
;3;72;;Rp 445.500.000;Cileungsi Bogor;Rumah Tanpa DP Di Cikarang;;;;
;4;86;;Rp 1.100.000.000;pondok gede hankam Pondok Gede Bekasi;Rumah baru siap huni di dalam komplek dekat plaza pondok gede;;;;
;7;511;;Rp 7.000.000.000;Ciawi Bogor;Dijual Cepat Rumah Mewah;;;;
;2;27;;Rp 150.000.000;Bumi Serpong Damai Tangerang Selatan;BAYAR 2 JUTA DAPAT RUMAH SUBSIDI + HP SAMSUNG A13?;;;;
;3;59;;Rp 840.000.000;Matraman Jakarta Timur;dijual rumah baru murah mewah di jakarta;;;;
;2;38;;Rp 380.000.000;Citayam Depok;rumah murah DP 3 juta cicilan 2;;;;
;6;471;;Rp 4.500.000.000;Mekar Jaya Depok;Mau rumah senyaman Villa?;;;;
;2;36;;Rp 679.000.000;Serpong Tangerang Selatan;DIJUAL RUMAH BARU NEGO SERPONG GARDEN 2 DI TANGERANG;;;;
;6;400;;Rp 19.500.000.000;Lebak Bulus Jakarta Selatan;Rumah nan asri dengan halaman yg luas; Serpong Tangerang;;;
;3;70;;Rp 790.000.000;Cimanggis Depok Cimanggis Depok;Rumah Dijual di Cibubur Depok - 700jtan SRATEGIS dekat 2 pintu Tol;;;;
;5;190;;Rp 1.100.000.000;Pakal Surabaya;Jual Bukit Palma ;;;;
;2;65;;Rp 860.000.000;Buduran Sidoarjo;sentosa buduran residence type bougenville;;;;
;3;117;;Rp 1.500.000.000;Cikupa Tangerang;DIJUAL RUMAH SUVARNA SUTERA KABUPATEN TANGERANG;;;;
;5;240;;Rp 2.400.000.000;Taman Permata indah blok B Sidoarjo;DIJUAL RUMAH 2LT HARGA BERSAHABAT;;;;
;4;500;;Rp 8.900.000.000;Sambikerep Surabaya;JUAL CEPAT Rumah Hook Diamond Hill Citraland;;;;
;5;150;;Rp 1.400.000.000;Jalan Kutisari Selatan Surabaya 60236 Indonesia Surabaya;Jual Rugi Butuh Uang BU Segera Kutisari Selatan Surabaya Kota; Cijambe; Ujungberung Bandung;;
;5;500;;Rp 14.000.000.000;Wiyung Surabaya;Dijua Rumah Siap Huni Graha Famili;;;;
;2;38;;Rp 375.000.000;Depok Depok;rumah DP 3 juta cicilan mulai 2;;;;
;2;60;;Rp 275.000.000;Pancoran Mas Depok;Dijual rumah cluster baru samping tol;;;;
;3;75;;Rp 900.000.000;Kembangan Jakarta Barat;Rumah minimalis joglo puri beta larangan; Rumah second istimewa belum pernah ditinggali;;;
;4;120;;Rp 1.350.000.000;Tanah Abang Jakarta Pusat;Rumah 2 lantai murah di joglo;;;;
;3;180;;Rp 1.600.000.000;Kedungkandang Malang;di jual cepat rumah di jl.dirgantara permai A.1 no.9 kota malang;;;;
;2;36;;Rp 156.500.000;Ranowulu (Bitung Utara) Bitung;DI JUAL RUMAH SUBSIDI DI RONOWULU BITUNGDEKAT PUSAT KOTA SPESIAL PROMO;;;;
;2;40;;Rp 400.000.000;Semampir Banjarnegara;Launching Harga Perdana Perumahan RITZ COAST 2 Lantai Sidoarjo;Menteng Cendana Jakarta Pusat (sw);;;
;2;40;;Rp 270.000.000;Katapang Bandung;Gaharu Residence minimalis modern design ala Eropa;;;;
;3;65;;Rp 800.000.000;Serpong Tangerang Selatan;10 Menit Dari TOL BSD Rumah Murah 2 Lantai Proses Mudah Tanpa DP;;;;
;5;160;;Rp 3.250.000.000;Serpong Utara Tangerang Selatan;Dijual Cepat Rumah Bagus Asri The Green BSD;;;;
;2;125;;Rp 1.000.000.000;Perumahan Taman Sari Puri Bali.sawangan Sawangan Depok;Dijual Murah Rumah Depok;;;;
;5;480;;Rp 13.500.000.000;kota baru parahyangan Padalarang Bandung;Rumah Lux Nyaman View Danau dan Gunung di Kota Baru Parahyangan;;;;
;2;36;;Rp 575.000.000;Perumahan Al Azhar Green Garden Blok K.8 Jl. Karadenan Cibinong Bogor Cibinong Bogor;IJUAL RUMAH DI PERUMAHAN AL AZHAR GREEN GARDEN BOGOR (NEGO SAMPAI JADI;;;;
;3;85;;Rp 1.800.000.000;Condet Jakarta Timur;Rumah Siap Huni 1.8M di Condet;;;;
;2;52;;Rp 475.000.000;Kedungwaru Tulungagung;RUMAH ISTIMEWA TULUNGAGUNG DEKAT ALUN ALUN;;;;
;4;83;;Rp 900.000.000;Karawaci Tangerang;Megah Aryana Rumah 2 lantai ready siap huni;;;;
;2;30;;Rp 178.000.000;Jalan Sarwani Daru Tangerang;RUMAH SUBSIDI AREA TANGERANG CICILAN FLAT SAMPAI LUNAS;;;;
;2;45;;Rp 1.045.000.000;Serpong Cisauk Cisauk Tangerang;Rumah keren dari Ciputra;;;;
;2;45;;Rp 463.000.000;Mandai Maros;Rumah 2 Lantai dekat bandara Mandai Maros;;;;
;3;100;;Rp 1.300.000.000;Blimbing Malang;rumah jual Araya blimbing;;;;
;6;200;;Rp 5.500.000.000;Matraman Jakarta Timur;Rumah Tanah Luas Area Matraman Jakarta Timur;;;;
;3;65;;Rp 495.000.000;Medan Johor Medan;Rumah Baru 2 Lantai dalam Komplek Daerah Johor;;;;
;5;360;;Rp 3.900.000.000;Puri Indah Jakarta Barat;Rumah Mewah dalam komplek Puri Botanical Jakarta Barat; Sejuk; Luas; dan Elegant;
;3;80;;Rp 600.000.000;jl kayu VII B / 12 GKB desa suci kec. manyar Gresik Manyar Gresik;Rumah murah Gresik;;;;
;7;112;;Rp 2.700.000.000;Gunung Sari Surabaya;JUAL RUMAH GUNUNG SARI INDAH;;;;
;2;27;;Rp 168.000.000;Cileungsi Bogor;RUMAH SUBSIDI TERLARIS DI CILEUNGSI; Jakarta;;;
;1;70;;Rp 699.950.000;Perumahan Pondok Candra Surabaya;Rumah Hitung Tanah Paling Murah Di Pondok Candra Surabaya Selatan;;;;
;5;181;;Rp 2.900.000.000;Bintaro Tangerang Selatan;DIJUAL CEPAT rumah Asri Siap huni di QB TownHouse Bintaro;;;;
;3;71;;Rp 967.000.000;Pedurungan Semarang;dijual rumah baru semarang cluster pinggir jalan raya pedurungan;;;;
;3;197;;Rp 4.000.000.000;Grogol Petamburan Jakarta Barat;Dijual Rumah Tinggal JL Dr Susilo II F no 4 Jakarta Barat;;;;
;2;38;;Rp 460.000.000;Kemayoran Jakarta Pusat;DIJUAL RUMAH MEWAH MINIMALIS BERSERTIFIKAT SHM JALAN TARUNA KEMAYORAN;;;;
;7;140;;Rp 3.200.000.000;Tallo Makassar;Jual Rumah;;;;
;2;30;;Rp 160.000.000;Kalijaga Cirebon;Rumah Subsidi Pusat Kota Cirebon Graha Keandra Kalijaga;;;;
;2;40;;Rp 295.000.000;Baki Sukoharjo;Rumah murah Solo;;;;
;2;28;;Rp 168.000.000;Parung Panjang Bogor;Rumah subsidi Parung Panjang;;;;
;5;285;;Rp 6.100.000.000;Ciputat Tangerang Selatan;Dijual Rumah Kebayoran Bintaro Bagus Ready Huni dalam Cluster Sudah re;;;;
;2;36;;Rp 375.000.000;Cipayung Depok;rumah murah cicilan mulai 2;;;;
;2;50;;Rp 350.000.000;Moyudan Sleman;Dijual Rumah di Moyudan;;;;
;3;105;;Rp 4.500.000.000;Bintaro Tangerang Selatan;Rumah siap huni Discovery Amore Full Furnnish;;;;
;5;500;;Rp 3.800.000.000;Medan Timur Medan;Lokasi strategis hanya 5menit akses toll Tj.Mulia & Tol Hanif;;;;
;7;1336.5;;Rp 12.000.000.000;Gayungan Surabaya;Rumah Gayungsari Barat Surabaya;;;;
;2;50;;Rp 750.000.000;Kebon Jeruk Jakarta Barat;Rumah siap huni joglo bebas banjir;;;;
;3;75;;Rp 765.000.000;Rungkut Surabaya;Rumah mewah 2 lantai Wonorejo indah Rungkut;;;;
;2;32;;Rp 459.885.000;Jl. Raya Tajur Leuwi Bilik Tajur Kec. Citeureup Kabupaten Bogor Jawa Barat 16811 (Laceland Bogor) Citeureup Bogor;Saatnya Wujudkan Impian Anda Punya Hunian Villa di Hambalang Sentul;;;;
;2;80;;Rp 1.100.000.000;Mijen Demak;RUMAH FOREST HILL CITRALAND BSB CITY;;;;
;2;58;;Rp 720.000.000;Matraman Jakarta Timur;dijual rumah baru ready dijakarta;;;;
;2;30;;Rp 194.750.000;Banjaran Bandung;Rumah Murah di Banjaran;;;;
;5;172;;Rp 900.000.000;Colomadu Karanganyar;rumah cluster mewah 2 lantai di perumahan gedongan colomadu;;;;
;3;130;;Rp 650.000.000;Bojongsoang Bandung;Rumah dijual Full Furnish Dekat Pusat Kota;;;;
;2;38;;Rp 400.000.000;Tanjungpura Karawang;CLUSTER ALEXANDRA PARK;;;;
;20;360;;Rp 2.990.000.000;JL. Tlogo Al-kautsar No. 106 RT 05 RW 07. Tlogomas. Lowokwaru. Kota Malang. Lowokwaru Malang;JUAL RUMAH KOST MALANG SEGITIGA EMAS KAMPUS;;;;
;2;36;;Rp 480.000.000;Purwokerto Lor Banyumas;Rumah murah di dekat Kampus Unsoed; Udara Sejuk; Cikutra Cigadung;;
;2;75;;Rp 815.000.000;Sukun Malang;RUMAH SIAP HUNI FULL FURNISHED SMART HOME LANGSUNG MASUK;;;;
;3;120;;Rp 1.500.000.000;Sukun Malang;RUMAH SIAP HUNI FULL FURNISHED MEWAH SMART HOME;;;;
;2;84;;Rp 1.789.515.000;Sentul Bogor;cluster Eartville type 7;;;;
;2;30;;Rp 179.000.000;Solear Tangerang;METRO MUNJUL TIGARAKSA;;;;
;2;59;;Rp 220.000.000;Sukamaju Depok;rumah minimalis di depok;;;;
;2;30;;Rp 402.000.000;Jalan Raya Percobaan Cileunyi Bandung Timur Cileunyi Bandung;Rumah Cantik di Perumahan Jl Raya Percobaan Cileunyi Bandung Timur;;;;
;3;75;;Rp 1.200.000.000;Cipondoh Indah Tangerang;Poris indah Rumah Baru Gress Cantik siap tinggal luas 88m2;;;;
;3;100;;Rp 500.000.000;Cibiru Bandung;rumah bagus 2 lantai di komplek permata biru cibiru;;;;
;2;45;;Rp 450.000.000;Cirebon Utara Cirebon;RUMAH LOKASI DEKAT PUSAT KOTA;;;;
;5;380;;Rp 2.500.000.000;Sawangan Depok;DIJUAL RUMAH PESONA CINERE RESIDENCE;;;;
;2;38;;Rp 574.885.000;Jl. Raya Tajur Leuwi Bilik Tajur Kec. Citeureup Kabupaten Bogor Jawa Barat 16811 (Laceland Bogor) Citeureup Bogor;Saatnya Wujudkan Punya Hunian Villa di Hambalang Sentul;;;;
;3;80;;Rp 950.000.000;Jagakarsa Jakarta Selatan;Rumah seken murah di jagakarsa;;;;
;2;55;;Rp 675.000.000;Rancasari Bandung;Dijual Rumah Cantik di Cluster Cipamokolan Soekarno Hatta;di puri jaya;dp 10% bisa cicil 24 kali;;
;3;90;;Rp 2.093.175.000;Pulo Gadung Jakarta Timur;dijual rumah mewah strategis baru di jakarta timur;;;;
;4;1000;;Rp 55.000.000.000;Bintaro Tangerang Selatan;DIJUAl RUMAH MEDITERANIA MEWAH DAN BESAR;;;;
;2;30;;Rp 156.499.000;Cirebon Barat Cirebon;RUMAH SUBSIDI MURAH CIREBON TERIMA KUNCI 5 JT ALL IN;;;;
;3;65;;Rp 799.000.000;Pedurungan Semarang;Promo Cash 1 unit rumah 2 lantai pedurungan semarang lt 150 m;;;;
;2;40;;Rp 198.000.000;Sudiang Makassar;Modern Home Happyness Land;5 LANTAI;;;
;2;42;;Rp 979.056.000;Bandung Kulon Bandung;hunian ready stock;;;;
;2;39;;Rp 290.000.000;Jl Wisanggeni Sidorahayu Wagir Malang;Bunder Hill perumahan baru di wagir Malang;;;;
;7;800;;Rp 35.000.000.000;Pantai Indah Kapuk Jakarta Utara;RUMAH MEWAH JAKARTA UTARA;;;;
;4;126;;Rp 1.200.000.000;Sewon Bantul;Rumah 2 lantai dlm perumahan lokasi strategis dalam ringroad;;;;
